"","symbol","entrez","entrez_mouse","symbol_mouse"
"5187","STX16","8675","228960","Stx16"
"5188","STX11","8676","74732","Stx11"
"5189","BECN1","8678","56208","Becn1"
"5190","PEA15","8682","18611","Pea15a"
"5191","SRSF9","8683","108014","Srsf9"
"5192","MARCO","8685","17167","Marco"
"5193","KRT36","8689","16673","Krt36"
"5194","JRKL","8690","77532","Jrkl"
"5195","HYAL2","8692","15587","Hyal2"
"5196","GALNT4","8693","14426","Galnt4"
"5197","DGAT1","8694","13350","Dgat1"
"5198","CDC23","8697","52563","Cdc23"
"5199","S1PR4","8698","13611","S1pr4"
"5200","DNAH11","8701","13411","Dnah11"
"5201","B4GALT4","8702","56375","B4galt4"
"5202","B4GALT3","8703","57370","B4galt3"
"5203","B4GALT2","8704","53418","B4galt2"
"5204","B3GALT4","8705","54218","B3galt4"
"5205","B3GALNT1","8706","26879","B3galnt1"
"5206","B3GALT2","8707","26878","B3galt2"
"5207","B3GALT1","8708","26877","B3galt1"
"5208","SERPINB7","8710","116872","Serpinb7"
"5209","TNK1","8711","83813","Tnk1"
"5210","ABCC3","8714","76408","Abcc3"
"5211","NOL4","8715","319211","Nol4"
"5212","TRADD","8717","71609","Tradd"
"5213","TNFRSF25","8718","85030","Tnfrsf25"
"5214","MBTPS1","8720","56453","Mbtps1"
"5215","EDF1","8721","59022","Edf1"
"5216","CTSF","8722","56464","Ctsf"
"5217","SNX4","8723","69150","Snx4"
"5218","SNX3","8724","54198","Snx3"
"5219","URI1","8725","19777","Uri1"
"5220","EED","8726","13626","Eed"
"5221","CTNNAL1","8727","54366","Ctnnal1"
"5222","ADAM19","8728","11492","Adam19"
"5223","GBF1","8729","107338","Gbf1"
"5224","RNMT","8731","67897","Rnmt"
"5225","RNGTT","8732","24018","Rngtt"
"5226","GPAA1","8733","14731","Gpaa1"
"5227","MYH13","8735","544791","Myh13"
"5228","MYOM1","8736","17929","Myom1"
"5229","RIPK1","8737","19766","Ripk1"
"5230","CRADD","8738","12905","Cradd"
"5231","TNFSF14","8740","50930","Tnfsf14"
"5232","TNFSF13","8741","69583","Tnfsf13"
"5233","TNFSF12","8742","21944","Tnfsf12"
"5234","TNFSF10","8743","22035","Tnfsf10"
"5235","ADAM23","8745","23792","Adam23"
"5236","ADAM21","8747","56622","Adam21"
"5237","ADAM20","8748","23793","Adam25"
"5238","ADAM18","8749","13524","Adam18"
"5239","ADAM15","8751","11490","Adam15"
"5240","ADAM9","8754","11502","Adam9"
"5241","ADAM7","8756","11500","Adam7"
"5242","CDS2","8760","110911","Cds2"
"5243","PABPC4","8761","230721","Pabpc4"
"5244","CD164","8763","53599","Cd164"
"5245","TNFRSF14","8764","230979","Tnfrsf14"
"5246","RAB11A","8766","53869","Rab11a"
"5247","RIPK2","8767","192656","Ripk2"
"5248","FADD","8772","14082","Fadd"
"5249","SNAP23","8773","20619","Snap23"
"5250","NAPG","8774","108123","Napg"
"5251","NAPA","8775","108124","Napa"
"5252","MTMR1","8776","53332","Mtmr1"
"5253","MPDZ","8777","17475","Mpdz"
"5254","RIOK3","8780","66878","Riok3"
"5255","TNFRSF18","8784","21936","Tnfrsf18"
"5256","MATN4","8785","17183","Matn4"
"5257","RGS11","8786","50782","Rgs11"
"5258","RGS9","8787","19739","Rgs9"
"5259","DLK1","8788","13386","Dlk1"
"5260","FBP2","8789","14120","Fbp2"
"5261","FPGT","8790","75540","Fpgt"
"5262","TNFRSF11A","8792","21934","Tnfrsf11a"
"5263","SCEL","8796","64929","Scel"
"5264","TNFRSF10A","8797","21933","Tnfrsf10b"
"5265","DYRK4","8798","101320","Dyrk4"
"5266","PEX11B","8799","18632","Pex11b"
"5267","PEX11A","8800","18631","Pex11a"
"5268","SUCLG2","8801","20917","Suclg2"
"5269","SUCLG1","8802","56451","Suclg1"
"5270","SUCLA2","8803","20916","Sucla2"
"5271","CREG1","8804","433375","Creg1"
"5272","TRIM24","8805","21848","Trim24"
"5273","IL18RAP","8807","16174","Il18rap"
"5274","IL1RL2","8808","107527","Il1rl2"
"5275","IL18R1","8809","16182","Il18r1"
"5276","GALR2","8811","14428","Galr2"
"5277","CCNK","8812","12454","Ccnk"
"5278","DPM1","8813","13480","Dpm1"
"5279","CDKL1","8814","71091","Cdkl1"
"5280","BANF1","8815","23825","Banf1"
"5281","DCAF5","8816","320808","Dcaf5"
"5282","FGF18","8817","14172","Fgf18"
"5283","DPM2","8818","13481","Dpm2"
"5284","SAP30","8819","60406","Sap30"
"5285","HESX1","8820","15209","Hesx1"
"5286","INPP4B","8821","234515","Inpp4b"
"5287","FGF17","8822","14171","Fgf17"
"5288","FGF16","8823","80903","Fgf16"
"5289","CES2","8824","436059","Ces2h"
"5290","LIN7A","8825","108030","Lin7a"
"5291","IQGAP1","8826","29875","Iqgap1"
"5292","NRP2","8828","18187","Nrp2"
"5293","NRP1","8829","18186","Nrp1"
"5294","SYNGAP1","8831","240057","Syngap1"
"5295","CD84","8832","12523","Cd84"
"5296","GMPS","8833","229363","Gmps"
"5297","TMEM11","8834","216821","Tmem11"
"5298","SOCS2","8835","216233","Socs2"
"5299","GGH","8836","14590","Ggh"
"5300","CFLAR","8837","12633","Cflar"
"5301","WISP3","8838","327743","Wisp3"
"5302","WISP2","8839","22403","Wisp2"
"5303","WISP1","8840","22402","Wisp1"
"5304","HDAC3","8841","15183","Hdac3"
"5305","PROM1","8842","19126","Prom1"
"5306","KSR1","8844","16706","Ksr1"
"5307","ALKBH1","8846","211064","Alkbh1"
"5308","TSC22D1","8848","21807","Tsc22d1"
"5309","KAT2B","8850","18519","Kat2b"
"5310","CDK5R1","8851","12569","Cdk5r1"
"5311","AKAP4","8852","11643","Akap4"
"5312","ASAP2","8853","211914","Asap2"
"5313","ALDH1A2","8854","19378","Aldh1a2"
"5314","NR1I2","8856","18171","Nr1i2"
"5315","FCGBP","8857","215384","Fcgbp"
"5316","PROZ","8858","66901","Proz"
"5317","STK19","8859","54402","Stk19"
"5318","LDB1","8861","16825","Ldb1"
"5319","APLN","8862","30878","Apln"
"5320","PER3","8863","18628","Per3"
"5321","PER2","8864","18627","Per2"
"5322","SYNJ1","8867","104015","Synj1"
"5323","ST3GAL5","8869","20454","St3gal5"
"5324","IER3","8870","15937","Ier3"
"5325","SYNJ2","8871","20975","Synj2"
"5326","CDC123","8872","98828","Cdc123"
"5327","ARHGEF7","8874","54126","Arhgef7"
"5328","VNN1","8876","22361","Vnn1"
"5329","SPHK1","8877","20698","Sphk1"
"5330","SQSTM1","8878","18412","Sqstm1"
"5331","SGPL1","8879","20397","Sgpl1"
"5332","FUBP1","8880","51886","Fubp1"
"5333","CDC16","8881","69957","Cdc16"
"5334","ZPR1","8882","22687","Zpr1"
"5335","NAE1","8883","234664","Nae1"
"5336","SLC5A6","8884","330064","Slc5a6"
"5337","DDX18","8886","66942","Ddx18"
"5338","TAX1BP1","8887","52440","Tax1bp1"
"5339","MCM3AP","8888","54387","Mcm3ap"
"5340","EIF2B4","8890","13667","Eif2b4"
"5341","EIF2B3","8891","108067","Eif2b3"
"5342","EIF2B2","8892","217715","Eif2b2"
"5343","EIF2B5","8893","224045","Eif2b5"
"5344","EIF2S2","8894","67204","Eif2s2"
"5345","CPNE3","8895","70568","Cpne3"
"5346","MTMR3","8897","74302","Mtmr3"
"5347","MTMR2","8898","77116","Mtmr2"
"5348","PRPF4B","8899","19134","Prpf4b"
"5349","CCNA1","8900","12427","Ccna1"
"5350","CPNE1","8904","266692","Cpne1"
"5351","AP1S2","8905","108012","Ap1s2"
"5352","AP1G2","8906","11766","Ap1g2"
"5353","AP1M1","8907","11767","Ap1m1"
"5354","ENDOU","8909","19011","Endou"
"5355","SGCE","8910","20392","Sgce"
"5356","CACNA1I","8911","239556","Cacna1i"
"5357","CACNA1H","8912","58226","Cacna1h"
"5358","CACNA1G","8913","12291","Cacna1g"
"5359","TIMELESS","8914","21853","Timeless"
"5360","BCL10","8915","12042","Bcl10"
"5361","HERC3","8916","73998","Herc3"
"5362","HERC2","8924","15204","Herc2"
"5363","HERC1","8925","235439","Herc1"
"5364","SNURF","8926","84704","Snurf"
"5365","BSN","8927","12217","Bsn"
"5366","FOXH1","8928","14106","Foxh1"
"5367","PHOX2B","8929","18935","Phox2b"
"5368","MBD4","8930","17193","Mbd4"
"5369","MBD2","8932","17191","Mbd2"
"5370","RTL8C","8933","72865","Rtl8c"
"5371","RAB29","8934","226422","Rab29"
"5372","SKAP2","8935","54353","Skap2"
"5373","WASF1","8936","83767","Wasf1"
"5374","BAIAP3","8938","545192","Baiap3"
"5375","FUBP3","8939","320267","Fubp3"
"5376","TOP3B","8940","21976","Top3b"
"5377","CDK5R2","8941","12570","Cdk5r2"
"5378","KYNU","8942","70789","Kynu"
"5379","AP3D1","8943","11776","Ap3d1"
"5380","BTRC","8945","12234","Btrc"
"5381","HIST1H3F","8968","319153","Hist1h3i"
"5382","HIST1H2AG","8969","319170","Hist1h2an"
"5383","HIST1H2BJ","8970","319190","Hist2h2be"
"5384","H1FX","8971","243529","H1fx"
"5385","MGAM","8972","232714","Mgam"
"5386","CHRNA6","8973","11440","Chrna6"
"5387","P4HA2","8974","18452","P4ha2"
"5388","USP13","8975","72607","Usp13"
"5389","PLOD3","8985","26433","Plod3"
"5390","RPS6KA4","8986","56613","Rps6ka4"
"5391","STBD1","8987","52331","Stbd1"
"5392","HSPB3","8988","56534","Hspb3"
"5393","TRPA1","8989","277328","Trpa1"
"5394","SELENBP1","8991","20341","Selenbp1"
"5395","ATP6V0E1","8992","11974","Atp6v0e"
"5396","PGLYRP1","8993","21946","Pglyrp1"
"5397","LIMD1","8994","29806","Limd1"
"5398","TNFSF18","8995","240873","Tnfsf18"
"5399","NOL3","8996","78688","Nol3"
"5400","KALRN","8997","545156","Kalrn"
"5401","CDKL2","8999","53886","Cdkl2"
"5402","HAP1","9001","15114","Hap1"
"5403","F2RL3","9002","14065","F2rl3"
"5404","TAF1C","9013","21341","Taf1c"
"5405","TAF1B","9014","21340","Taf1b"
"5406","TAF1A","9015","21339","Taf1a"
"5407","SLC25A14","9016","20523","Slc25a14"
"5408","MPZL1","9019","68481","Mpzl1"
"5409","MAP3K14","9020","53859","Map3k14"
"5410","SOCS3","9021","12702","Socs3"
"5411","CLIC3","9022","69454","Clic3"
"5412","CH25H","9023","12642","Ch25h"
"5413","BRSK2","9024","75770","Brsk2"
"5414","RNF8","9025","58230","Rnf8"
"5415","HIP1R","9026","29816","Hip1r"
"5416","NAT8","9027","68396","Nat8"
"5417","RHBDL1","9028","214951","Rhbdl1"
"5418","BAZ1B","9031","22385","Baz1b"
"5419","TM4SF5","9032","75604","Tm4sf5"
"5420","PKD2L1","9033","329064","Pkd2l1"
"5421","CCRL2","9034","54199","Ccrl2"
"5422","SEMA5A","9037","20356","Sema5a"
"5423","TAAR5","9038","215854","Taar5"
"5424","UBA3","9039","22200","Uba3"
"5425","UBE2M","9040","22192","Ube2m"
"5426","SPAG9","9043","70834","Spag9"
"5427","BTAF1","9044","107182","Btaf1"
"5428","RPL14","9045","67115","Rpl14"
"5429","DOK2","9046","13449","Dok2"
"5430","SH2D2A","9047","27371","Sh2d2a"
"5431","ARTN","9048","11876","Artn"
"5432","AIP","9049","11632","Aip"
"5433","PSTPIP2","9050","19201","Pstpip2"
"5434","PSTPIP1","9051","19200","Pstpip1"
"5435","GPRC5A","9052","232431","Gprc5a"
"5436","MAP7","9053","17761","Map7"
"5437","NFS1","9054","18041","Nfs1"
"5438","PRC1","9055","233406","Prc1"
"5439","SLC7A7","9056","20540","Slc7a7"
"5440","SLC7A6","9057","330836","Slc7a6"
"5441","SLC13A2","9058","20500","Slc13a2"
"5442","PAPSS2","9060","23972","Papss2"
"5443","PAPSS1","9061","23971","Papss1"
"5444","PIAS2","9063","17344","Pias2"
"5445","MAP3K6","9064","53608","Map3k6"
"5446","SYT7","9066","54525","Syt7"
"5447","ANGPTL1","9068","72713","Angptl1"
"5448","CLDN12","9069","64945","Cldn12"
"5449","ASH2L","9070","23808","Ash2l"
"5450","CLDN10","9071","58187","Cldn10"
"5451","CLDN8","9073","54420","Cldn8"
"5452","CLDN6","9074","54419","Cldn6"
"5453","CLDN2","9075","12738","Cldn2"
"5454","CLDN1","9076","12737","Cldn1"
"5455","LDB2","9079","16826","Ldb2"
"5456","CLDN9","9080","56863","Cldn9"
"5457","EIF1AY","9086","66235","Eif1ax"
"5458","PKMYT1","9088","268930","Pkmyt1"
"5459","PIGQ","9091","14755","Pigq"
"5460","SART1","9092","20227","Sart1"
"5461","DNAJA3","9093","83945","Dnaja3"
"5462","UNC119","9094","22248","Unc119"
"5463","TBX19","9095","83993","Tbx19"
"5464","TBX18","9096","76365","Tbx18"
"5465","USP14","9097","59025","Usp14"
"5466","USP2","9099","53376","Usp2"
"5467","USP10","9100","22224","Usp10"
"5468","USP8","9101","84092","Usp8"
"5469","RGN","9104","19733","Rgn"
"5470","MTMR6","9107","219135","Mtmr6"
"5471","MTMR7","9108","54384","Mtmr7"
"5472","MTMR4","9110","170749","Mtmr4"
"5473","NMI","9111","64685","Nmi"
"5474","MTA1","9112","116870","Mta1"
"5475","LATS1","9113","16798","Lats1"
"5476","ATP6V0D1","9114","11972","Atp6v0d1"
"5477","SEC22C","9117","215474","Sec22c"
"5478","INA","9118","226180","Ina"
"5479","KRT75","9119","109052","Krt75"
"5480","SLC16A6","9120","104681","Slc16a6"
"5481","SLC16A5","9121","217316","Slc16a5"
"5482","SLC16A4","9122","229699","Slc16a4"
"5483","SLC16A3","9123","80879","Slc16a3"
"5484","PDLIM1","9124","54132","Pdlim1"
"5485","CNOT9","9125","58184","Cnot9"
"5486","SMC3","9126","13006","Smc3"
"5487","P2RX6","9127","18440","P2rx6"
"5488","PRPF4","9128","70052","Prpf4"
"5489","PRPF3","9129","70767","Prpf3"
"5490","FAM50A","9130","108160","Fam50a"
"5491","AIFM1","9131","26926","Aifm1"
"5492","KCNQ4","9132","60613","Kcnq4"
"5493","CCNB2","9133","12442","Ccnb2"
"5494","CCNE2","9134","12448","Ccne2"
"5495","RABEP1","9135","54189","Rabep1"
"5496","RRP9","9136","27966","Rrp9"
"5497","ARHGEF1","9138","16801","Arhgef1"
"5498","CBFA2T2","9139","12396","Cbfa2t2"
"5499","ATG12","9140","67526","Atg12"
"5500","PDCD5","9141","56330","Pdcd5"
"5501","SYNGR3","9143","20974","Syngr3"
"5502","SYNGR2","9144","20973","Syngr2"
"5503","SYNGR1","9145","20972","Syngr1"
"5504","HGS","9146","15239","Hgs"
"5505","NEMF","9147","66244","Nemf"
"5506","NEURL1","9148","18011","Neurl1a"
"5507","DYRK1B","9149","13549","Dyrk1b"
"5508","CTDP1","9150","67655","Ctdp1"
"5509","SLC6A5","9152","104245","Slc6a5"
"5510","SLC28A2","9153","269346","Slc28a2"
"5511","SLC28A1","9154","434203","Slc28a1"
"5512","EXO1","9156","26909","Exo1"
"5513","FIBP","9158","58249","Fibp"
"5514","PCSK7","9159","18554","Pcsk7"
"5515","DGKI","9162","320127","Dgki"
"5516","EBAG9","9166","55960","Ebag9"
"5517","COX7A2L","9167","20463","Cox7a2l"
"5518","SCAF11","9169","72193","Scaf11"
"5519","LPAR2","9170","53978","Lpar2"
"5520","MYOM2","9172","17930","Myom2"
"5521","IL1RL1","9173","17082","Il1rl1"
"5522","MAP3K13","9175","71751","Map3k13"
"5523","HTR3B","9177","57014","Htr3b"
"5524","AP4M1","9179","11781","Ap4m1"
"5525","OSMR","9180","18414","Osmr"
"5526","ARHGEF2","9181","16800","Arhgef2"
"5527","RASSF9","9182","237504","Rassf9"
"5528","ZW10","9183","26951","Zw10"
"5529","BUB3","9184","12237","Bub3"
"5530","REPS2","9185","194590","Reps2"
"5531","SLC24A1","9187","214111","Slc24a1"
"5532","DDX21","9188","56200","Ddx21"
"5533","DEDD","9191","21945","Dedd"
"5534","SLC16A7","9194","20503","Slc16a7"
"5535","KCNAB3","9196","16499","Kcnab3"
"5536","SLC33A1","9197","11416","Slc33a1"
"5537","HACD1","9200","30963","Hacd1"
"5538","DCLK1","9201","13175","Dclk1"
"5539","ZMYM4","9202","67785","Zmym4"
"5540","ZMYM3","9203","56364","Zmym3"
"5541","ZMYM6","9204","100177","Zmym6"
"5542","ZMYM5","9205","219105","Zmym5"
"5543","LRRFIP1","9208","16978","Lrrfip1"
"5544","BMP15","9210","12155","Bmp15"
"5545","LGI1","9211","56839","Lgi1"
"5546","AURKB","9212","20877","Aurkb"
"5547","XPR1","9213","19775","Xpr1"
"5548","FCMR","9214","69169","Fcmr"
"5549","LARGE1","9215","16795","Large1"
"5550","VAPB","9217","56491","Vapb"
"5551","VAPA","9218","30960","Vapa"
"5552","MTA2","9219","23942","Mta2"
"5553","MAGI1","9223","14924","Magi1"
"5554","LRAT","9227","79235","Lrat"
"5555","DLGAP2","9228","244310","Dlgap2"
"5556","DLGAP1","9229","224997","Dlgap1"
"5557","RAB11B","9230","19326","Rab11b"
"5558","DLG5","9231","71228","Dlg5"
"5559","PTTG1","9232","30939","Pttg1"
"5560","CCPG1","9236","72278","Ccpg1"
"5561","TBRG4","9238","21379","Tbrg4"
"5562","PNMA1","9240","70481","Pnma1"
"5563","NOG","9241","18121","Nog"
"5564","MSC","9242","17681","Msc"
"5565","CRLF1","9244","12931","Crlf1"
"5566","GCNT3","9245","72077","Gcnt3"
"5567","UBE2L6","9246","56791","Ube2l6"
"5568","GCM2","9247","107889","Gcm2"
"5569","GPR50","9248","14765","Gpr50"
"5570","DHRS3","9249","20148","Dhrs3"
"5571","RPS6KA5","9252","73086","Rps6ka5"
"5572","NUMBL","9253","18223","Numbl"
"5573","CACNA2D2","9254","56808","Cacna2d2"
"5574","AIMP1","9255","13722","Aimp1"
"5575","TSPOAP1","9256","207777","Tspoap1"
"5576","MFHAS1","9258","52065","Mfhas1"
"5577","PDLIM7","9260","67399","Pdlim7"
"5578","MAPKAPK2","9261","17164","Mapkapk2"
"5579","STK17B","9262","98267","Stk17b"
"5580","CYTH3","9265","19159","Cyth3"
"5581","CYTH2","9266","19158","Cyth2"
"5582","CYTH1","9267","19157","Cyth1"
"5583","ITGB1BP1","9270","16413","Itgb1bp1"
"5584","PIWIL1","9271","57749","Piwil1"
"5585","BCL7C","9274","12055","Bcl7c"
"5586","BCL7B","9275","12054","Bcl7b"
"5587","COPB2","9276","50797","Copb2"
"5588","WDR46","9277","57315","Wdr46"
"5589","ZBTB22","9278","81630","Zbtb22"
"5590","MED14","9282","26896","Med14"
"5591","GPR37L1","9283","171469","Gpr37l1"
"5592","TAAR2","9287","209512","Taar2"
"5593","ADGRG1","9289","14766","Adgrg1"
"5594","GPR55","9290","227326","Gpr55"
"5595","GPR52","9293","620246","Gpr52"
"5596","S1PR2","9294","14739","S1pr2"
"5597","SRSF11","9295","69207","Srsf11"
"5598","ATP6V1F","9296","66144","Atp6v1f"
"5599","SOCS6","9306","54607","Socs6"
"5600","CD83","9308","12522","Cd83"
"5601","ZNF235","9310","56525","Zfp235"
"5602","ASIC3","9311","171209","Asic3"
"5603","KCNB2","9312","98741","Kcnb2"
"5604","MMP20","9313","30800","Mmp20"
"5605","KLF4","9314","16600","Klf4"
"5606","NREP","9315","27528","Nrep"
"5607","PTER","9317","19212","Pter"
"5608","TRIP13","9319","69716","Trip13"
"5609","TRIP12","9320","14897","Trip12"
"5610","TRIP11","9321","109181","Trip11"
"5611","TRIP10","9322","106628","Trip10"
"5612","TRIP4","9325","56404","Trip4"
"5613","ZNHIT3","9326","448850","Znhit3"
"5614","GTF3C5","9328","70239","Gtf3c5"
"5615","GTF3C4","9329","269252","Gtf3c4"
"5616","GTF3C3","9330","98488","Gtf3c3"
"5617","B4GALT6","9331","56386","B4galt6"
"5618","CD163","9332","93671","Cd163"
"5619","TGM5","9333","74176","Tgm5"
"5620","B4GALT5","9334","56336","B4galt5"
"5621","CNOT8","9337","69125","Cnot8"
"5622","TCEAL1","9338","237052","Tceal1"
"5623","GLP2R","9340","93896","Glp2r"
"5624","VAMP3","9341","22319","Vamp3"
"5625","SNAP29","9342","67474","Snap29"
"5626","EFTUD2","9343","20624","Eftud2"
"5627","TAOK2","9344","381921","Taok2"
"5628","NDST3","9348","83398","Ndst3"
"5629","RPL23","9349","65019","Rpl23"
"5630","CER1","9350","12622","Cer1"
"5631","SLC9A3R2","9351","65962","Slc9a3r2"
"5632","TXNL1","9352","53382","Txnl1"
"5633","SLIT2","9353","20563","Slit2"
"5634","UBE4A","9354","140630","Ube4a"
"5635","LHX2","9355","16870","Lhx2"
"5636","SLC22A6","9356","18399","Slc22a6"
"5637","ITGBL1","9358","223272","Itgbl1"
"5638","PPIG","9360","228005","Ppig"
"5639","LONP1","9361","74142","Lonp1"
"5640","CPNE6","9362","12891","Cpne6"
"5641","RAB33A","9363","19337","Rab33a"
"5642","RAB28","9364","100972","Rab28"
"5643","KL","9365","16591","Kl"
"5644","RAB9A","9367","56382","Rab9"
"5645","SLC9A3R1","9368","26941","Slc9a3r1"
"5646","ADIPOQ","9370","11450","Adipoq"
"5647","KIF3B","9371","16569","Kif3b"
"5648","ZFYVE9","9372","230597","Zfyve9"
"5649","PLAA","9373","18786","Plaa"
"5650","PPT2","9374","54397","Ppt2"
"5651","TM9SF2","9375","68059","Tm9sf2"
"5652","SLC22A8","9376","19879","Slc22a8"
"5653","COX5A","9377","12858","Cox5a"
"5654","NRXN1","9378","18189","Nrxn1"
"5655","NRXN2","9379","18190","Nrxn2"
"5656","GRHPR","9380","76238","Grhpr"
"5657","OTOF","9381","83762","Otof"
"5658","COG1","9382","16834","Cog1"
"5659","LIPG","9388","16891","Lipg"
"5660","SLC22A14","9389","382113","Slc22a14"
"5661","SLC22A13","9390","102570","Slc22a13"
"5662","CIAO1","9391","26371","Ciao1"
"5663","TGFBRAP1","9392","73122","Tgfbrap1"
"5664","HS6ST1","9394","50785","Hs6st1"
"5665","NMT2","9397","18108","Nmt2"
"5666","CD101","9398","630146","Cd101"
"5667","STOML1","9399","69106","Stoml1"
"5668","RECQL5","9400","170472","Recql5"
"5669","RECQL4","9401","79456","Recql4"
"5670","GRAP2","9402","17444","Grap2"
"5671","SELENOF","9403","93684","Selenof"
"5672","LPXN","9404","107321","Lpxn"
"5673","TMPRSS11D","9407","231382","Tmprss11d"
"5674","PEX16","9409","18633","Pex16"
"5675","SNRNP40","9410","66585","Snrnp40"
"5676","ARHGAP29","9411","214137","Arhgap29"
"5677","MED21","9412","108098","Med21"
"5678","FAM189A2","9413","381217","Fam189a2"
"5679","TJP2","9414","21873","Tjp2"
"5680","FADS2","9415","56473","Fads2"
"5681","DDX23","9416","74351","Ddx23"
"5682","CRIPT","9419","56724","Cript"
"5683","CYP7B1","9420","13123","Cyp7b1"
"5684","HAND1","9421","15110","Hand1"
"5685","NTN1","9423","18208","Ntn1"
"5686","KCNK6","9424","52150","Kcnk6"
"5687","CDYL","9425","12593","Cdyl"
"5688","ECEL1","9427","13599","Ecel1"
"5689","ABCG2","9429","26357","Abcg2"
"5690","CHST2","9435","54371","Chst2"
"5691","NCR1","9437","17086","Ncr1"
"5692","MED23","9439","70208","Med23"
"5693","MED17","9440","234959","Med17"
"5694","MED26","9441","70625","Med26"
"5695","MED27","9442","68975","Med27"
"5696","MED7","9443","66213","Med7"
"5697","QKI","9444","19317","Qk"
"5698","ITM2B","9445","16432","Itm2b"
"5699","GSTO1","9446","14873","Gsto1"
"5700","AIM2","9447","383619","Aim2"
"5701","MAP4K4","9448","26921","Map4k4"
"5702","LY86","9450","17084","Ly86"
"5703","EIF2AK3","9451","13666","Eif2ak3"
"5704","ITM2A","9452","16431","Itm2a"
"5705","GGPS1","9453","14593","Ggps1"
"5706","HOMER3","9454","26558","Homer3"
"5707","HOMER2","9455","26557","Homer2"
"5708","HOMER1","9456","26556","Homer1"
"5709","FHL5","9457","57756","Fhl5"
"5710","ARHGEF6","9459","73341","Arhgef6"
"5711","RASAL2","9462","226525","Rasal2"
"5712","PICK1","9463","18693","Pick1"
"5713","HAND2","9464","15111","Hand2"
"5714","AKAP7","9465","432442","Akap7"
"5715","IL27RA","9466","50931","Il27ra"
"5716","SH3BP5","9467","24056","Sh3bp5"
"5717","PCYT1B","9468","236899","Pcyt1b"
"5718","CHST3","9469","53374","Chst3"
"5719","EIF4E2","9470","26987","Eif4e2"
"5720","AKAP6","9472","238161","Akap6"
"5721","THEMIS2","9473","230787","Themis2"
"5722","ATG5","9474","11793","Atg5"
"5723","ROCK2","9475","19878","Rock2"
"5724","NAPSA","9476","16541","Napsa"
"5725","MED20","9477","56771","Med20"
"5726","MAPK8IP1","9479","19099","Mapk8ip1"
"5727","ONECUT2","9480","225631","Onecut2"
"5728","SLC25A27","9481","74011","Slc25a27"
"5729","STX8","9482","55943","Stx8"
"5730","CHST10","9486","98388","Chst10"
"5731","PIGL","9487","327942","Pigl"
"5732","PIGB","9488","55981","Pigb"
"5733","PGS1","9489","74451","Pgs1"
"5734","PSMF1","9491","228769","Psmf1"
"5735","KIF23","9493","71819","Kif23"
"5736","AKAP5","9495","238276","Akap5"
"5737","TBX4","9496","21387","Tbx4"
"5738","SLC4A7","9497","218756","Slc4a7"
"5739","SLC4A8","9498","59033","Slc4a8"
